X,Y,Z,Strata
39843.92736,70638.94409,-103.3002287,7
40261.45895,70427.17083,263.8517005,4
40520.7056,70891.23679,-38.76739375,6
40629.41593,70011.84186,20.386149,6
40397.82871,69689.99604,324.0645159,3
40550.12301,70089.40761,-47.05159074,7
40840.044,70477.04309,-179.4871795,6
40560.38022,70358.94059,80.53592588,5
40552.1975,70094.0791,254.3531282,4
40724.83921,70360.08362,196.9176059,4
40059.2749,70607.34754,-146.8884746,7
40413.95595,70298.65022,273.1633243,4
40369.76263,70272.67419,14.21039296,7
40486.01975,69702.69399,-156.7967059,7
40441.14486,70482.33755,105.6623415,5
40521.75742,70890.72137,130.863388,5
41051.1384,69716.7761,-89.89323782,6
40494.87958,70520.28862,166.7944858,5
40301.20786,69535.51068,69.34376759,5
40680.66064,69912.84778,-200,7
40727.45144,69409.78648,25.64102564,5
40596.78294,69468.27762,366.706187,2
40659.44599,69785.06842,119.3598853,5
40961.44882,68930.99927,-140.9611528,5
40428.57305,70388.70042,-138.4615385,7
40843.03577,70482.47418,3.549442511,5
40761.80644,70174.75988,238.8941074,3
40412.74314,69755.49559,-4.675801074,6
40926.57956,70403.24767,109.9014655,4
40041.98512,70583.8764,194.8479359,5
40407.47434,70111.69581,-57.78182105,7
40412.59826,69750.59442,263.9729385,4
40494.78064,70784.68455,-15.38461538,6
40396.59725,69548.29483,46.15384615,5
40046.31435,70628.72408,31.16663193,6
40635.94246,70449.70813,120.4783663,5
41131.15775,68914.07837,254.8799193,1
40977.65771,69373.59249,-45.71958125,4
40395.3022,69545.0858,-56.36627661,6
41044.75209,69241.04821,237.2012439,1
40942.07921,69285.23545,-98.13446052,6
40412.47027,70300.72711,-110.394096,7
40648.66138,70525.52247,390.1024221,2
40629.5799,70242.54491,-162.7350846,7
40725.9321,70002.70608,88.80031017,5
41037.04945,70333.11627,-151.6581989,6
40841.70447,70780.26186,265.5015403,2
40793.73065,69540.02098,-24.71433588,5
40558.27336,70128.0506,234.7489971,4
40591.38126,70755.14772,-77.9723132,6
40883.88473,69380.95092,312.9471118,1
41049.97139,69720.71314,74.02147636,3
40924.69894,69691.10447,-7.741294177,5
40046.093,70587.454,-129.8880742,7
40551.00889,69677.42991,65.38327217,5
40296.57945,69578.21208,-161.7843237,7
40880.31346,69505.10223,132.309999,3
40908.25437,70850.35038,42.24687853,4
40949.12838,70809.99792,435.8974359,1
40594.6732,70755.19948,-17.00887828,6
40633.5084,70287.34703,50.37327968,5
41014.52915,70020.52109,174.2539617,2
40710.33401,69519.97228,25.64102564,5
40970.4715,69488.8364,-31.70806612,4
40779.83068,69458.54817,266.7975728,2
40836.62276,70487.63088,-189.8019497,7
40499.27285,70785.13582,-12.22688288,6
40998.99236,69023.57887,308.3184199,1
40588.51357,69384.60875,-179.4871795,7
40714.40627,69795.97705,199.4159745,4
41015.51156,70500.17639,299.4793185,2
39901.92507,70620.33085,58.41617538,6
40350.39206,69579.60374,472.7751975,1
41018.78774,70152.39512,95.51448825,4
40177.6103,70140.53416,-67.77615172,7
40564.37448,70489.14412,270.3709079,3
40837.53688,70479.22923,92.10359154,4
40611.14012,69941.94366,148.7179487,5
40576.27112,70494.15967,18.75155102,6
40928.41082,69681.28937,-51.64506515,5
40959.46108,68928.86323,259.9865734,1
40827.65857,70268.53881,-65.3746597,6
40551.59677,70283.66947,241.9536301,4
40264.9352,70425.18723,-145.1557244,7
40498.58,70523.53,34.90914716,6
40588.68157,69386.62011,-86.68321007,6
40897.567,69012.949,229.9037225,1
41085.06042,69119.49626,-174.8215693,6
40323.41104,69414.59707,435.8974359,2
40395.62799,69690.19231,397.6236469,2
40825.33239,70441.26517,14.98610143,5
40764.77006,70171.385,239.558806,3
40501.07794,70621.91151,428.5527325,2
40503.78455,70623.05306,-164.242509,7
40740.83057,70463.05382,136.0239562,4
40623.24979,70447.9775,128.1400731,5
40723.83735,69523.17856,209.4563552,3
40817.81762,69986.48877,142.5080374,4
40538.86303,69900.60689,-166.4007115,7
40729.0554,69862.79974,-71.74046385,6
40581.70253,69310.90473,399.5418591,1
40046.37256,70634.42819,-129.2517808,7
39903.49879,70614.75547,-143.9189785,7
41287.52354,69852.35157,-164.3096856,6
40659.45471,69791.70686,176.6600799,5
40813.67514,69908.1408,262.697106,2
40496.5671,69616.0024,134.58234,5
40734.51585,70346.24079,20.11966296,5
41043.65334,70333.84276,287.8621572,2
40605.82892,69719.44839,-174.8051584,7
40483.40883,69704.46119,-198.6969691,7
40982.1925,69137.36882,202.1539178,2
40247.36125,70385.08003,122.7605344,6
40829.04306,70175.15006,-65.1583892,6
40491.02324,70517.15313,-171.0930035,7
40084.06862,70577.23611,125.431583,6
40367.70696,70223.23752,64.93608138,6
40659.45081,69545.63762,-199.4878682,7
41045.92642,68982.23047,-56.41025641,4
40804.23647,69846.17357,-20.07772432,6
40373.06138,70274.28937,197.8052374,5
40394.70855,69556.05303,247.8858568,4
41313.77658,70398.70341,18.11490673,4
40491.11477,70517.89195,-7.094542175,6
40831.88963,70269.72357,203.6535975,3
40435.61401,70276.26888,-129.3244195,7
40116.36382,69758.14757,25.64102564,6
40627.68036,70280.38831,-116.7610172,7
41050.92,69721.54,158.6836158,2
40550.46746,70177.28233,-117.7802561,7
40499.0918,69304.4968,329.4464317,2
40113.0786,69765.31234,290.6035971,4
40705.74911,69726.48328,87.17948718,5
40424.11954,69427.24427,409.2966405,2
40413.65959,70303.38351,152.285618,5
40989.20155,69146.46395,-48.23062917,4
40625.41124,70046.54555,182.4779876,5
40556.84393,70134.36831,78.69668383,6
40764.62837,69486.16514,227.1392494,3
40560.51106,70355.82148,13.78610528,6
40918.75016,69802.15994,176.335379,3
40841.59137,70476.8297,39.52412601,5
40624.88163,69348.23257,-18.08976928,5
40430.8847,70386.10187,156.9155873,5
41046.93222,68981.30667,81.95616039,3
40264.02582,70425.57051,-97.43589744,7
41004.56257,69010.72222,-86.88719569,5
40241.96951,69593.30823,465.4789917,2
40352.20948,69476.99635,-188.4903658,7
40743.58877,70561.19594,-102.1717455,6
40801.1551,69420.24283,-195.1914137,6
40350.33155,69572.30087,277.2365916,3
41021.61811,70493.00641,-133.2696651,6
40486.48872,69707.97232,285.3295824,4
41318.09038,70403.48313,131.3207884,2
40409.25062,69966.54816,122.8855647,6
40683.60515,69913.01631,171.5759945,5
40706.25187,69726.04999,-34.832734,6
40636.38387,70385.45683,103.0913345,5
40658.56407,69783.34479,27.38387384,6
40351.64197,69576.94921,-54.61466107,6
40679.33194,69624.07438,-179.4871795,7
40933.3368,70400.90298,-196.1463777,6
40841.8112,70781.0492,250.1812579,2
40801.043,69596.45847,-79.55978018,6
40410.65428,70167.43523,-144.4292952,7
40410.71762,70153.91495,-175.9548866,7
40954.40723,68931.07963,198.3910275,1
40411.87691,69746.65468,-198.2632318,7
40627.81358,70162.28212,-62.25909143,6
40046.093,70587.454,-113.1846023,7
40437.90013,70471.32878,35.6366224,6
40733.69084,70460.52586,-72.67802159,6
40241.63874,69585.7625,490.9640969,1
40569.24116,69303.92404,-116.944213,6
40560.45432,70359.38565,194.2580365,5
41088.48278,69425.35519,-181.9280016,6
40502.17361,70222.85043,-183.2977638,7
40918.44205,69803.67038,186.3035152,3
41021.9119,70015.06363,34.16420709,4
41035.00304,68922.74642,24.5601405,3
40732.54206,70357.59544,73.64330799,5
40446.31179,69583.34033,99.10961789,5
40625.95779,70272.23223,-150.8089843,7
40624.52622,70202.34253,172.5467247,5
40645.03864,69552.04487,197.1040615,4
40732.56135,70356.11991,163.2664391,4
40928.39212,70402.3369,-119.036777,6
40741.7668,70467.64059,-108.5444249,6
41043.83807,70332.56638,-29.8452718,5
40710.20234,69520.4698,132.9170846,4
40591.97044,70753.10341,-102.8726818,6
40503.65279,70623.44173,-195.8368419,7
40563.72304,70480.69244,99.31962624,5
40655.18338,69791.71509,-146.1105192,7
40246.22132,69572.40937,410.9151382,2
40680.53155,69912.89283,-138.4278303,7
40117.52577,69757.83092,-163.5457677,7
40318.47571,69411.13872,74.17267967,5
40496.82365,70518.0692,-138.112794,7
40438.95607,70232.69781,-39.29896406,7
40454.18379,70560.81076,23.67569323,6
40723.41771,70004.73779,-141.7100205,7
40277.806,69593.52418,154.8367737,5
40564.99238,70578.13701,307.6963949,3
40738.6178,70356.42796,-135.3988409,7
40829.78199,70436.59783,-151.0277581,6
40245.89739,70381.99863,-133.3097561,7
41285.15561,69854.80382,29.67563275,3
40724.26309,69865.09267,-9.888300539,6
40617.86696,69344.43936,262.6264966,3
40678.3073,69396.99931,53.90302909,5
40638.99014,70473.13965,313.0013423,3
40408.1438,70174.12439,216.218869,5
40829.73445,69742.97423,82.8709584,4
41053.40931,69720.69593,107.9626288,3
40458.65629,69364.44892,25.47151991,5
41300.77942,70110.34889,72.96852576,3
40578.51067,69307.7342,27.79734529,5
40826.49421,70269.93159,28.6207583,5
40324.27971,69415.71326,69.56299547,5
40801.06062,69415.53156,156.5711226,3
40432.87533,69643.01716,358.637723,3
40042.60785,70579.0859,157.1778598,5
40797.80686,69592.884,-195.2880011,7
40625.1051,70081.3061,223.0067131,4
40592.64206,70754.54912,499.38826,1
40619.05,69344.14,156.1490788,4
40770.76121,70141.53455,109.7975032,5
40723.28716,69862.87208,-38.32540994,6
40366.79888,70272.30297,271.7948718,4
40352.51631,69473.84683,128.4819153,5
40608.93724,69721.36959,181.6284395,5
40239.06139,70376.58953,-188.540479,7
40519.36988,70896.82101,22.17394941,5
40926.40738,69687.58678,0.426129996,4
40744.96232,70562.10009,350.2878539,2
40707.42,69518.49,37.96313608,5
40512.34926,69307.19096,-43.70769716,6
40594.68502,70749.66846,366.2334636,2
40353.83182,69476.96888,265.1170382,3
40265.13666,70463.6904,4.611659893,7
40936.54868,70824.35495,-8.852692922,5
40630.60134,70162.76801,101.4492843,5
40931.21778,70402.89319,188.3971896,3
40603.2,69714.55,40.49533049,6
40592.17165,69382.92808,365.4656792,2
40266.00375,70460.21102,-53.43439509,7
40587.55737,69384.50265,-90.30853393,6
40945.34397,69282.06666,226.4491716,2
40581.87704,70176.17391,-73.11442988,7
40349.93708,69569.00945,-178.2865048,7
40825.67097,70433.86849,241.4414755,3
40629.34896,70040.96255,147.2800483,5
40841.05155,70782.23222,-48.51950411,5
40906.35169,69607.94776,82.84070365,4
40730.19713,70559.34048,280.0995653,3
40632.31637,70454.60128,102.4505042,5
40520.69634,70896.32347,148.7179487,4
40648.98085,70529.27621,-115.1764128,6
40885.3046,69387.06392,10.80918348,4
40700.73392,69519.40838,96.35254759,5
40579.38654,69923.51034,-19.07442861,6
40112.87272,69757.89169,403.1050169,3
41083.04196,69118.11529,94.04979958,2
41022.4434,70152.92446,-71.15300312,6
40625.11748,70280.93462,123.5697674,5
40681.35939,70232.72204,225.5290616,4
40587.20606,70186.60117,67.08173098,5
40352.29594,69572.64764,208.6844799,4
40682.98611,69395.99147,108.8446528,4
40820.04381,69982.80019,145.6102001,4
40040.47324,70584.8134,-167.8583578,7
40251.23932,70395.69352,-47.54804855,7
40961.14898,68939.81562,176.2961122,2
41091.82486,69424.21997,262.5101924,1
40914.13917,70855.42341,-96.5273924,6
40260.9103,70467.44104,-80.40728428,7
40705.79724,69725.85154,120.0091388,5
40971.97206,69383.78582,250.04165,1
41013.66196,70021.22206,184.0280674,2
40626.8344,70042.8325,-0.898896091,6
40862.82623,69349.61174,137.3208768,3
40486.80895,69711.74881,-101.2799333,7
41003.16819,69011.78694,-156.2126328,5
40494.41065,70781.14334,529.4227403,1
40322.88836,69414.82404,-60.63206694,6
40841.42378,70774.62533,-103.749996,6
40272.95417,70465.56599,-110.8812123,7
40638.43029,70383.94339,45.67126566,5
40372.00397,69645.73748,175.2991475,5
41096.23406,69173.7379,215.9434577,1
40460.30567,70574.51605,-144.6998862,7
40561.91306,70486.51813,128.2051282,5
41006.73297,69008.41865,-108.5191845,5
40929.8651,70401.38614,164.1498066,3
40413.6037,70299.2661,41.44718089,6
40461.62285,69534.86145,497.1948928,1
40413.90456,70298.99485,49.59069079,6
41029.80987,70154.17913,-18.11205927,5
40813.56626,69850.90932,-172.7601784,7
40892.25791,69017.11737,-164.3874237,6
40611.45556,69941.09138,257.6485126,4
40501.25585,70621.6536,251.2820513,4
40318.70643,69534.25707,369.8555049,2
40760.44294,69484.14044,-11.36598568,5
40914.75345,69802.89233,-147.1811265,6
40787.92048,69463.15794,283.1180536,2
40622.76621,70279.98589,197.2608388,4
40710.51741,69518.67044,-6.810378809,5
40754.87633,70178.51843,27.83836207,5
40622.70301,69349.45861,21.1238526,5
40563.05642,70486.87477,209.2556976,4
40406.88414,70345.13403,97.74350755,6
40552.05878,70181.28115,160.9139668,5
40424.55044,70295.66358,-168.8108082,7
40883.15599,69505.98516,250.4001759,2
40841.86589,70624.79124,458.680297,1
41066.44645,69070.45906,45.26459635,3
40046.56986,70629.14329,-156.8021174,7
40468.3797,69552.37339,113.7237243,5
40042.62446,70630.692,-74.70181414,7
40442.2601,70488.6505,267.5685099,4
40810.06639,69844.73716,-23.50614313,6
40673.73663,70236.313,146.7594692,5
41003.80759,69013.92196,211.2399341,1
40928.25732,70012.35999,-194.5492193,6
40948.02599,70807.1386,88.22980522,4
40673.94035,70603.92484,-17.861427,6
41315.37641,70399.58553,128.2051282,2
40757.83195,70179.33963,191.7603862,4
40832.52876,69746.24805,193.8414529,3
41053.97336,69718.65505,101.0430122,3
40857.36908,69348.5439,-18.97874827,5
40261.87929,70428.79653,186.0683507,5
40567.94778,70580.37982,106.2327457,5
40901.87744,69605.29101,-155.4364043,6
40628.8223,70079.4799,166.3599907,5
39842.99399,70633.31056,-148.4447454,7
40658.41723,69788.16913,273.070555,3
40841.43716,70473.97833,35.27599567,5
40350.9831,69618.59829,-167.4140137,7
40920.15612,69692.17956,-65.78601103,6
40078.98024,70576.18286,75.10146954,6
40435.15651,70233.79824,-152.2523351,7
40558.61023,70229.92241,149.7954895,5
40720.07519,69866.22533,119.1501312,5
40731.78377,70355.88427,14.41712098,5
40594.32071,70753.6501,453.6397437,1
40997.42399,68971.77712,294.6844167,1
40074.38487,70572.5455,-55.8569317,7
40976.02369,69382.28807,94.69960992,3
40407.10861,69957.2754,87.17948718,6
40797.06427,69590.231,-180.7491472,7
40688.13972,69659.85336,291.1501119,3
41032.01929,70329.57643,-73.20566644,5
41021.04327,70021.84503,55.79697626,4
41092.67729,69424.35668,133.9521903,2
40791.91014,69590.52507,-191.2577175,7
40996.69221,68967.88406,-115.4280699,5
40508.62078,70841.03515,-122.4695607,6
40930.33818,70402.52561,-137.2092564,6
40958.98845,68928.1731,59.97070369,3
40761.60245,69477.63887,307.6637781,2
40627.20537,69352.80389,-199.8909946,7
41092.827,69148.50189,-83.16691031,5
40668.22627,69927.24986,157.6938514,5
40824.62819,69982.3222,256.7123188,2
40351.85467,69571.13075,430.7725417,2
40242.32038,69586.16642,322.3392981,3
40590.09671,69385.72589,-29.25565429,6
40625.86004,70235.33168,-124.3430797,7
40355.55814,69568.37012,-158.6264631,7
40573.0544,70581.92313,-29.23370359,6
40765.14762,69485.12013,-194.3016793,7
41013.95753,68903.17357,23.79856227,3
40354.91974,69570.94414,-82.23847775,7
40497.71785,70780.39273,212.4910136,4
40721.50778,69800.28894,269.5299028,3
40240.02126,69585.61056,399.1114047,2
40626.39669,70161.19216,-120.1777612,7
41283.10442,69856.77149,268.2651215,1
40494.79892,70784.6705,118.7049569,5
40539.56716,70771.3651,184.6451256,4
40460.87567,69536.70189,209.0116125,4
40461.32333,69531.67901,-68.33119338,6
40592.25462,70757.32901,-69.64306106,6
41041.13232,68919.96706,-88.66134946,5
40116.92492,69760.36807,49.43751145,6
40366.79888,70272.30297,148.7179487,5
40460.45567,69535.36709,-130.9981269,7
40961.58743,68931.25311,-127.9224254,5
40616.90165,69941.29877,61.00264057,6
40633.55618,70379.65306,244.5058695,4
39895.79767,70620.32217,19.41156906,6
39903.17352,70629.10657,-102.7757045,7
40842.34978,70631.82643,395.5438877,1
40843.96644,70774.33421,136.7728347,4
40707.57816,70274.61728,4.04827416,6
40940.06609,70414.2184,157.300362,3
40713.33185,69727.43689,-36.35486873,6
40624.59156,70048.39644,206.5785075,5
40555.9697,69671.91059,175.0160663,5
40861.9663,69350.62644,-102.1265098,6
40742.78065,70460.73322,-148.3830545,7
40568.82325,69685.35845,-71.19903319,6
40841.70195,70780.43297,107.6923077,4
40909.26089,70848.94884,422.3439792,1
41067.40312,69068.35577,83.9143469,3
41035.06,70334.04,82.08987672,4
40623.15222,70014.62881,1.617810872,6
40623.14137,70081.55341,216.6808323,4
40503.54221,70821.81506,219.177981,4
40943.92012,70811.14546,247.6908647,2
40645.52363,70526.77553,-78.26207174,6
41032.44348,68923.40798,246.6059668,1
40645.37205,69546.24475,137.0425343,5
40928.89414,70179.08651,165.7638158,3
40959.24644,68929.41874,285.2355705,1
40396.15563,69690.3684,333.3333333,3
40897.83699,69020.4038,290.1155381,1
40674.84214,69911.3347,-97.79912492,7
40678.30226,69395.36521,-176.5604789,7
40999.30141,68967.86725,83.50445326,3
40645.06414,70382.63491,166.6873679,5
40409.15709,69746.14154,-132.7328561,7
40650.82829,70530.59138,220.9754863,4
40412.03017,70115.83649,210.0763042,5
40459.68224,69541.69155,464.6429311,1
40936.62168,69278.27844,-133.3932675,6
40558.87877,70289.2029,-189.0814926,7
40451.6819,70565.85515,-12.97290455,6
40599.94483,69492.69189,87.87598097,5
40048.87664,70632.07536,-117.0286016,7
41060.21205,69723.88234,-127.938744,6
40634.89545,70335.53599,133.1211749,5
40588.97245,70752.56264,-33.37039355,6
40627.72,70046.78,-24.69330004,6
40235.92625,69585.49938,94.72719431,5
40551.90556,70135.8506,-73.25969413,7
40832.87659,70351.67809,-106.4154848,6
40592.66701,70754.6053,353.8461538,2
40942.15775,69278.5062,313.8231825,1
41100.94134,69181.33487,230.7692308,1
40735.64931,70564.76386,-86.20324631,6
40827.69127,70169.21407,-114.2406961,6
